Serial,Date (YMD),Event,Provincia,Code Provincia,Departamento,Code Departamento,Comments,Cause,Description of Cause,Source,DataCards,Evacuated,lat,lon,rio1.nombre,rio1.distancia,rio2.nombre,rio2.distancia
853-10,23/10/1997,FLOOD,Corrientes,18,Bella Vista,18007,Vías anegadas  ev. El Niño. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Paraná,Cl,1,1,-28.48951707,-59.03412064,Paraná - Bella Vista,1.9550729578905928,Bella Vista,3.2524629227884123
855-02,21/10/1997,FLOOD,Entre Rios,30,Uruguay,30098,Barrios anegados: La Concepción  Suipacha  Cantera 25  S. José  Pto. Viejo. Soc: D.Civil  Ejército. El Niño. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Uruguay,Cl,1,1,-32.38095474,-58.23688127,Uruguay - Concep. del Uruguay,5.927436363801984,Concepción del Uruguay,6.0058955685003745
855-01,20/10/1997,FLOOD,Entre Rios,30,Concordia,30015,Inicio 20-10-97. Barrios anegados: Tiro Federal Libertad Pque.Mitre Gruta de Lourdes ex areuclub nevel La Cava. Soc: Ejército  D.Civil  Vialidad Provincial. Terraplenes de contención. Se gastan U$ 50.000/día para atender a ev. en 5 galpones. El Niño. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Uruguay,Cl,1,1,-31.35230446,-58.05355072,Concordia,4.9702956217825855,Salto Grande Arriba,13.733868318073494
853-07,20/10/1997,FLOOD,Corrientes,18,San Martin,18147,Vías anegadas. El Niño. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Uruguay,Cl,1,1,-29.3611063,-56.8024261,Yapeyú,6.693981423449056,La Cruz,21.728463695836695
853-08,20/10/1997,FLOOD,Corrientes,18,San Martin,18147,Vías anegadas. Corte ruta 14 (con 40 cm agua)  localidad aislada. Pérdida 3000 has. arroz  silos y galpones. Desborde Arroyo San Fernando. Soc: Vialidad Nacional. El Niño. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Uruguay,Cl,1,1,-29.3611063,-56.8024261,Yapeyú,6.693981423449056,La Cruz,21.728463695836695
853-06,20/10/1997,FLOOD,Corrientes,18,Monte Caseros,18112,Vías anegadas. El Niño. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Uruguay,Cl,1,1,-30.47490444,-57.98344137,Aº Mocoretá - RN Nº 14,8.996133963403025,Mocoretá - RN Nº 127,23.160022842949534
853-09,20/10/1997,FLOOD,Corrientes,18,General Alvear,18056,Desborde Arroyo San fernando. Vías anegadas  corte ruta 14. Localidad aislada (19-10). Soc: Vialidad Nacional. El Niño. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Uruguay,Cl,1,1,-29.10620117,-56.5596695,Alvear,1.140384801386928,Santo Tomé,67.84518293238585
851-02,16/10/1997,FLOOD,Misiones,54,Guarani,54056,Vías anegadas El Niño. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Uruguay,Cl,1,1,-27.23071149,-54.17877558,Uruguay - El Soberbio,4.415736107849335,El Soberbio,5.088390896339761
851-03,16/10/1997,FLOOD,Misiones,54,Capital,54028,Inicio: 16-10. Barrios anegados: V. blosset  Chaquito  Pyrá Pitá y Zaiman. El Niño. (DI6Author : A.C. DI6Date : .),Llu y desb,Crecida Río Paraná,Cl,1,1,-27.47659493,-55.92169961,Posadas,8.071972190649717,Santa Ana,38.102938316511526
853-05,16/10/1997,FLOOD,Corrientes,18,Santo Tome,18168,Vías anegadas. El Niño.// (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Uruguay,Cl,1,1,-28.51878167,-56.05544289,Santo Tomé,3.131044339241239,Garruchos,49.70768894471692
852-01,16/10/1997,FLOOD,Chaco,22,San Fernando,22140,El Niño. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Paraná,Cl,1,1,-27.92561531,-59.31798172,CIRHBAS - LIM VILLA GUILLERMINA-ARROYO LOS AMORES,22.87946130564213,Negro - Laguna Blanca,40.00967873598881
852-03,16/10/1997,FLOOD,Chaco,22,San Fernando,22140,Vías anegadas  Ev. El Niño. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Paraná,Cl,1,1,-27.92561531,-59.31798172,CIRHBAS - LIM VILLA GUILLERMINA-ARROYO LOS AMORES,22.87946130564213,Negro - Laguna Blanca,40.00967873598881
852-02,16/10/1997,FLOOD,Chaco,22,Bermejo,22014,Vías anegadas  corte caminos. Localidad aislada. ev. El Niño. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida río Paraná,Cl,1,1,-26.92175039,-58.77874597,Paraguay - Las Palmas,18.897140647721372,Bermejo - Puerto Velaz,22.06879200826867
851-05,15/10/1997,FLOOD,Misiones,54,Iguazu,54063,Suspensión paseos en lancha. El Niño. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Paraná,Cl,1,1,-25.86430349,-54.55489168,Paraná - Puerto Libertad,8.043313819657985,Libertad,8.102067650657993
853-03,15/10/1997,FLOOD,Corrientes,18,Santo Tome,18168,Vías anegadas. Suspensión servicio de lanchas hacia Brasil. El Niño. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Uruguay,Cl,1,1,-28.51878167,-56.05544289,Santo Tomé,3.131044339241239,Garruchos,49.70768894471692
851-01,15/10/1997,FLOOD,Misiones,54,San Javier,54105,Vías anegadas. El Niño. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Uruguay,Cl,1,1,-27.75120279,-55.00895577,San Javier,16.18757662831923,Alba Posse,38.4953272602361
846-01,30/9/1997,FLOOD,Cordoba,14,Capital,14014,Vías anegadas. Falta agua potable por acumulación barros en tomas de agua. Cortes energía por inundación cámaras subterráneas. Soc: Comité Emergencia Municipal. (DI6Author : A.C. DI6Date : ),RAIN,101 mm caídos  55 mm. en 1 5 hs.,Cl,1,1,-31.47878838,-64.14509583,Segundo - Despeñaderos RN Nº 3,24.04002557602783,Guanasacate - Jesús Maria,25.4017512571991
844-01,22/9/1997,FLOOD,Buenos Aires,6,Bragado,6112,Evento recurrente desde 1980. Duración: 17 años. Merma en cultivos y ganado. Pérdida 360.000 Has fértiles (total deptos Bragado  25 de Mayo y 9 de Julio). (DI6Author : A.C. DI6Date : ),RAIN,1100 mm. desde 1-1-97  erosión  napas elevadas.,Cl,1,1,-35.2410531,-60.3474272,Salado RP Nº 51 - Achupallas,27.836947831124167,Aº Las Flores - Gral. Alvear,55.07474230004526
844-03,15/9/1997,FLOOD,Buenos Aires,6,9 de Julio,6588,Evento recurrente desde 1980. Duración: 17 años. Merma en cultivos y ganado. Pérdida 360.000 Has fértiles (total deptos Bragado  25 de Mayo y 9 de Julio). (DI6Author : A.C. DI6Date : ),RAIN,1100 mm. desde 1-1-97  erosión  napas elevadas.,Cl,1,1,-35.6497312,-61.0228986,Aº Vallimanca - RN 226,39.61553950345007,Salado - RP Nº50,79.95555604478278
844-02,15/9/1997,FLOOD,Buenos Aires,6,25 de Mayo,6854,Evento recurrente desde 1980. Duración: 17 años. Merma en cultivos y ganado. Pérdida 360.000 Has fértiles (total deptos Bragado  25 de Mayo y 9 de Julio). (DI6Author : A.C. DI6Date : ),RAIN,1100 mm. desde 1-1-97  erosión  napas elevadas.,Cl,1,1,-35.2813845,-60.2618183,Salado RP Nº 51 - Achupallas,20.085031458133983,Aº Las Flores - Gral. Alvear,47.4808176351136
822-01,29/7/1997,FLOOD,Neuquen,58,Huiliches,58049,Vías anegadas. (DI6Author : A.C. DI6Date : ),RAIN,Lluvias  altas temperaturas causan deshielos.,Cl,1,1,-39.73103584,-71.07764941,Aº Trabunco -S.M. de Los Andes,32.336598308881634,Chubut - El Maitén,85.8225485859081
821-06,28/7/1997,FLOOD,Chubut,26,Cushamen,26014,Desborde Arroyo Walter. Destrucción puentes de madera por la correntada. (DI6Author : A.C. DI6Date : ),RAIN,Lluvias  altas temperaturas causan deshielos.,Cl,1,1,-42.03927359,-71.56551616,Azul - Puesto 1,2.827222132253619,Azul - El Azul,3.4476126537310168
820-02,26/7/1997,FLOOD,Rio Negro,62,Bariloche,62021,Ruta 258 con tramos anegados. Soc: tareas de contención. Se derrite nieve de centro de ski (DI6Author : A.C. DI6Date : ),RAIN,Lluvias  altas temperaturas causan deshielos.,Cl,1,1,-41.89814608,-71.50316469,Azul - El Azul,6.57003229892998,Carrenleufú - Poncho Moro,63.73457796609362
820-01,26/7/1997,FLOOD,Rio Negro,62,Bariloche,62021,Desb. río Quemquemtreu. V. aneg. Ruta 258 con tramos aneg. Roturas en una ruta. Fiebre y dairreas entre ev. Agua de red no potable. Soc: D. Civil  tareas de contención. Rotura defensas de tierra. (DI6Author : A.C. DI6Date : ),RAIN,Lluvias  altas temperaturas causan deshielos.,Cl,1,1,-41.89814608,-71.50316469,Azul - El Azul,6.57003229892998,Carrenleufú - Poncho Moro,63.73457796609362
820-03,26/7/1997,FLOOD,Rio Negro,62,Bariloche,62021,Desborde río manso. Vías anegadas. Localidad aislada. Pérdida ganado y pasturas. Soc: Secretaría Seguridad Interior de la Nación. (DI6Author : A.C. DI6Date : ),RAIN,Lluvias  altas temperaturas causan deshielos.,Cl,1,1,-41.89814608,-71.50316469,Azul - El Azul,6.57003229892998,Carrenleufú - Poncho Moro,63.73457796609362
821-04,26/7/1997,FLOOD,Chubut,26,Futaleufu,26035,Vías anegadas. desborde ríos Corcovado y Percy. (DI6Author : A.C. DI6Date : ),RAIN,Lluvias  altas temperaturas causan deshielos.,Cl,1,1,-43.48395319,-71.59418478,Hielo - Confluencia,2.023209854673696,Carrenleufú - Puente de Hierro,12.077735038500403
821-03,26/7/1997,FLOOD,Chubut,26,Cushamen,26014,Vías anegadas. (DI6Author : A.C. DI6Date : ),RAIN,Lluvias  altas temperaturas causan deshielos.,Cl,1,1,-42.03927359,-71.56551616,Azul - Puesto 1,2.827222132253619,Azul - El Azul,3.4476126537310168
821-05,26/7/1997,FLOOD,Chubut,26,Cushamen,26014,Corte ruta 258. Vías anegadas. Ev. (DI6Author : A.C. DI6Date : ),RAIN,Lluvias  altas temperaturas causan deshielos.,Cl,1,1,-42.03927359,-71.56551616,Azul - Puesto 1,2.827222132253619,Azul - El Azul,3.4476126537310168
821-01,26/7/1997,FLOOD,Chubut,26,Cushamen,26014,Vías anegadas. Ev. (DI6Author : A.C. DI6Date : ),RAIN,Lluvias  altas temperaturas causan deshielos.,Cl,1,1,-42.03927359,-71.56551616,Azul - Puesto 1,2.827222132253619,Azul - El Azul,3.4476126537310168
821-02,26/7/1997,FLOOD,Chubut,26,Cushamen,26014,Vías anegadas. derrumbe ladera cerro  corta ruta 258. Ev. (DI6Author : A.C. DI6Date : ),RAIN,Lluvias  altas temperaturas causan deshielos.,Cl,1,1,-42.03927359,-71.56551616,Azul - Puesto 1,2.827222132253619,Azul - El Azul,3.4476126537310168
679-04,18/5/1997,FLOOD,Capital Federal,2,Comuna 7,2007,150 semáforos sin energía en toda la ciudad. Vías anegadas: Formosa y Av. La Plata (DI6Author : A.C. DI6Date : ),RAIN,92 mm. en 2 días  24 mm. en 1 hora  granizo,Cl,1,1,-34.63680708,-58.45826985,Aº Medrano Reser. - Tecnópolis,7.047364925798178,Olivos,7.816927076952352
679-01,18/5/1997,FLOOD,Capital Federal,2,Comuna 13,2013,150 semáforos sin energía en toda la ciudad. Vías anegadas: Pampa y Cabildo; F.Alcorta y Dorrego; Acceso Aerparque; Udaondo y Lugones. (DI6Author : A.C. DI6Date : ),RAIN,92 mm. en 2 días  24 mm. en 1 hora  granizo,Cl,1,1,-34.55488152,-58.4502891,Olivos,3.993776931750484,San Isidro,8.500803119696831
679-03,18/5/1997,FLOOD,Capital Federal,2,Comuna 13,2013,150 semáforos sin energía en toda la ciudad. Vías anegadas: Paso a nivel Niceto Vega; G. Cruz entre Paraguay y Santa Fe; Viaducto Carranza. (DI6Author : A.C. DI6Date : ),RAIN,92 mm. en 2 días  24 mm. en 1 hora  granizo,Cl,1,1,-34.55488152,-58.4502891,Olivos,3.993776931750484,San Isidro,8.500803119696831
679-02,18/5/1997,FLOOD,Capital Federal,2,Comuna 4,2004,150 semáforos sin energía en toda la ciudad. Vías anegadas. (DI6Author : A.C. DI6Date : ),RAIN,92 mm. en 2 días  24 mm. en 1 hora  granizo,Cl,1,1,-34.64641355,-58.38427103,Buenos Aires,5.245932975712397,Olivos,13.034939593076931
679-05,18/5/1997,FLOOD,Capital Federal,2,Comuna 2,2002,150 semáforos sin energía en toda la ciudad. Vías anegadas: Puente de Salguero (DI6Author : A.C. DI6Date : ),RAIN,92 mm. en 2 días  24 mm. en 1 hora  granizo,Cl,1,1,-34.58587601,-58.39499618,Buenos Aires,1.5216199846445106,Olivos,10.105066174414219
663-02,20/3/1997,FLOOD,Capital Federal,2,Comuna 9,2009,Vías anegadas (DI6Author : A.C. DI6Date : ),RAIN,20 mm.,Cl,1,1,-34.64379608,-58.5191299,Aº Medrano Reser. - Tecnópolis,4.965224088729762,Olivos,9.307562671238687
663-01,20/3/1997,FLOOD,Capital Federal,2,Comuna 11,2011,Vías anegadas. (DI6Author : A.C. DI6Date : ),RAIN,20 mm.,Cl,1,1,-34.6042463,-58.49067643,Aº Medrano Reser. - Tecnópolis,3.1459385309566796,Olivos,5.906369339847847
663-04,20/3/1997,FLOOD,Capital Federal,2,Comuna 7,2007,Vías anegadas. (DI6Author : A.C. DI6Date : ),RAIN,20 mm.,Cl,1,1,-34.63680708,-58.45826985,Aº Medrano Reser. - Tecnópolis,7.047364925798178,Olivos,7.816927076952352
663-05,20/3/1997,FLOOD,Capital Federal,2,Comuna 15,2015,Vías anegadas. (DI6Author : A.C. DI6Date : ),RAIN,20 mm.,Cl,1,1,-34.59294425,-58.48867142,Aº Medrano Reser. - Tecnópolis,2.816833010083022,Olivos,5.21353437194082
663-03,20/3/1997,FLOOD,Capital Federal,2,Comuna 5,2005,Vías anegadas. (DI6Author : A.C. DI6Date : ),RAIN,20 mm.,Cl,1,1,-34.60922769,-58.42174523,Buenos Aires,3.75508934055255,Olivos,8.474788785076157
663-06,20/3/1997,FLOOD,Capital Federal,2,Comuna 14,2014,Vías anegadas  cierre del puente. (DI6Author : A.C. DI6Date : ),RAIN,20 mm.,Cl,1,1,-34.57389998,-58.42243645,Buenos Aires,2.680115102014045,Olivos,7.113055623764702
630-01,19/2/1997,FLOOD,Mendoza,50,San Martin,50098,(DI6Author : A.C. DI6Date : ),RAIN,Lluvias  granizo,Cl,1,1,-33.03597168,-68.47084072,Tunuyán - Las Catitas,46.87874941491294,San Juan - Dique de la Rosa,65.19161726345291
697-01,19/2/1997,FLOOD,Jujuy,38,Santa Barbara,38070,Vías anegadas. Crecida arroyo Santa Rita deja 400 vivendas incomunicadas. Destrucción puente que une Villamonte con Palma Sola. Ceden terraplenes del puente Palma Sola - Real de los Toros. (DI6Author : A.C. DI6Date : ),RAIN,,Cl,1,1,-24.13571358,-64.58811188,San Pedro - Ledesma - RN 34,35.06195489720153,Mojotoro - Güemes,56.548381337834165
635-04,10/2/1997,FLOOD,Santa Fe,82,San Javier,82098,Cese actividad portuaria. Autoevacuados. Estado de alerta en 27 poblaciones ribereñas. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida río Paraná,Cl,1,1,-29.42420679,-59.97955475,Aº Malabrigo - RN Nº11,22.95837825007739,Reconquista,45.51452048231337
635-03,10/2/1997,FLOOD,Santa Fe,82,General Obligado,82049,Cese actividad portuaria. Autoevacuados. Estado de alerta en 27 poblaciones ribereñas. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Paraná,Cl,1,1,-28.6765561,-59.7497004,Aº Las Garzas - RN Nº 11,31.181505624901703,Aº Malabrigo - RN Nº11,33.968463718087904
635-02,10/2/1997,FLOOD,Santa Fe,82,General Obligado,82049,Construcción defensas. Cese actividad portuaria. Vías anegadas. Duración mínima 8 días. Estado de alerta en 27 poblaciones ribereñas.10.000.000 Has. afectadas en toda la provincia. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida río Paraná,Cl,1,1,-28.6765561,-59.7497004,Aº Las Garzas - RN Nº 11,31.181505624901703,Aº Malabrigo - RN Nº11,33.968463718087904
634-02,9/2/1997,FLOOD,Santiago del Estero,86,Salavina,86168,Vías anegadas. Rutas provinciales cortadas. Soc: Municipalidad  Vilaidad Provincial. Duración mínma 10 días. Total Ev. en la provincia: 1500. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Dulce,Cl - LN,1,1,-29.03431036,-63.33874661,Salado - Suncho Corral,55.634737820024135,Dulce - Paso de la Cina,70.53308402642271
634-04,9/2/1997,FLOOD,Santiago del Estero,86,Quebrachos,86140,Ev. y Da.Vías anegadas. Rutas provinciales cortadas. Soc: Municipalidad  Vilaidad Provincial. Duración mínma 10 días. Total Ev. en la provincia: 1500. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Dulce,Cl - LN,1,1,-29.79049,-63.18682,Dulce - Paso de la Cina,42.33350930996651,Segundo (Plujunta) - RP Nº 17,75.89257264551551
634-05,9/2/1997,FLOOD,Santiago del Estero,86,Capital,86049,Vías anegadas. Duración mínima 10 días. inicio: 4/2/97. Soc: Vialidad Provincial  Municipalidad. En Sumampa  20 familias aisladas.Construcción terraplén de 2 Km. en barrios 8 de abril y La Católica. Da. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida río Dulce,Cl,1,1,-27.80983349,-64.48893926,Dulce III – Los Quiroga,13.331660070255102,Dulce - La Escuela - Río Hondo,43.32359232133822
643-01,9/2/1997,FLOOD,Santiago del Estero,86,Aguirre,86007,Vías anegadas. Rutas provinciales cortadas. Soc: Municipalidad  Vilaidad Provincial. Duración mínma 10 días. Total Ev. en la provincia: 1500. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Dulce,Cl - LN,1,1,-28.96850322,-62.90029133,Salado - Icaño,22.461638241846096,Salado - Pinto,36.71954222502304
633-01,9/2/1997,FLOOD,Corrientes,18,Ituzaingo,18084,Vías anegadas. Inicio: 4/2/97.Duración mínima 10 días. (DI6Author : A.C. DI6Date : ),Llu y desb,Lluvias  crecida río Paraná,Cl - LN,1,1,-27.71591449,-56.94751639,Ituzaingó,28.680506246271943,Posadas,120.26544590187781
632-03,9/2/1997,FLOOD,Chaco,22,Fray Justo Santa Maria de Oro,22043,Pérdidas cultivos de algodón en más de 2000 Has. Condiciones de la pendiente natural de la región alteradas por obras de canalización. Da.Vías anegadas  inicio: 4/2/97. Duración mínima 9 días. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Paraná,Cl - LN,1,1,-27.86749866,-61.32540304,CIRHBAS - LIM BAJO CHOROTIS-RN 95,12.15618271631195,CIRHBAS - LIM  LAGUNA EL BONETE - ARROYO GOLONDRIN,119.32124576187152
632-01,8/2/1997,FLOOD,Chaco,22,San Fernando,22140,Construyen terraplén de contención.Vías anegadas  inicio: 4/2/97. Duración mínima 8 días.Vías anegadas  inicio: 4/2/97. Duración mínima 9 días. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Paraná,Cl - LN,1,1,-27.92561531,-59.31798172,CIRHBAS - LIM VILLA GUILLERMINA-ARROYO LOS AMORES,22.87946130564213,Negro - Laguna Blanca,40.00967873598881
632-04,8/2/1997,FLOOD,Chaco,22,San Fernando,22140,Ev. Vías anegadas  inicio: 4/2/97. Duración mínima 9 días.  Soc: D.Civil  Prefectura Naval. Construyen murallón de defensa. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Paraná,Cl - LN,1,1,-27.92561531,-59.31798172,CIRHBAS - LIM VILLA GUILLERMINA-ARROYO LOS AMORES,22.87946130564213,Negro - Laguna Blanca,40.00967873598881
637-01,7/2/1997,FLOOD,Entre Rios,30,La Paz,30070,Muertos en un naufragio (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida río Paraná,Cl,1,1,-30.60360412,-59.52751986,Guayquiraró - RN 12 - A°Curupí,14.311613255131615,Paraná - La Paz,14.326432491897634
631-01,6/2/1997,FLOOD,Misiones,54,Capital,54028,2449 Ev. en toda la provincia.Vías anegadas  inicio: 4/2/97. Duración mínima 8 días. Soc: D.Civil  Prefectura Naval. (DI6Author : A.C. DI6Date : ),Llu y desb,crecida ríos Paraná e Iguazú,Cl - LN,1,1,-27.47659493,-55.92169961,Posadas,8.071972190649717,Santa Ana,38.102938316511526
638-05,6/2/1997,FLOOD,Formosa,34,Ramon Lista,34063,Ev. Localidad aislada.Inicio 6-2-97 Vías anegadas. Duración mínima 10 días. 27 parajes aislados al N. de pcia. Río: +1000 m3/seg por 5 días y 2000 m3/seg 1 día. En 10 días escurren 2800 hm3. Frente de 15Km. de agua.Corte Ruta 39. Crean Comando de Asistencia. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Pilcomayo,LN,1,1,-23.18007636,-62.03032748,Pilcomayo - Misión La Paz,68.7893257035528,Canal Macapillo,243.9381075376706
638-03,6/2/1997,FLOOD,Formosa,34,Ramon Lista,34063,Ev. Localidad aislada.Inicio 6-2-97 Vías anegadas. Duración mínima 10 días. 27 parajes aislados al N. de pcia. Río: +1000 m3/seg por 5 días y 2000 m3/seg 1 día. En 10 días escurren 2800 hm3. Frente de 15Km. de agua.Corte Ruta 39. Crean Comando de Asistencia. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Pilcomayo,LN,1,1,-23.18007636,-62.03032748,Pilcomayo - Misión La Paz,68.7893257035528,Canal Macapillo,243.9381075376706
638-06,6/2/1997,FLOOD,Formosa,34,Ramon Lista,34063,Ev. Localidad 100% anegada y aislada.Inicio 6-2-97 Vías anegadas. Duración mínima 10 días. 27 parajes aislados al N. de pcia. Río: +1000 m3/seg por 5 días y 2000 m3/seg 1 día. En 10 días escurren 2800 hm3. Frente de 15Km. de agua.Corte Ruta 39. Crean Comando de Asistencia. (DI6Author : A.C. DI6Date : ),RAIN,,LN,1,1,-23.18007636,-62.03032748,Pilcomayo - Misión La Paz,68.7893257035528,Canal Macapillo,243.9381075376706
638-01,6/2/1997,FLOOD,Formosa,34,Ramon Lista,34063,Inicio 6-2-97 Vías anegadas. Duración mínima 10 días.Localidad aislada  27 parajes aislados al N. de pcia. Río: +1000 m3/seg por 5 días y 2000 m3/seg 1 día. En 10 días escurren 2800 hm3. Frente de 15Km. de agua.Corte Ruta 39. Crean Comando de Asistencia.El nro. de ev. es el de toda la pcia. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida rio Pilcomayo,Cl - LN,1,1,-23.18007636,-62.03032748,Pilcomayo - Misión La Paz,68.7893257035528,Canal Macapillo,243.9381075376706
638-12,6/2/1997,FLOOD,Formosa,34,Ramon Lista,34063,Ev. Localidad aislada.Inicio 6-2-97 Vías anegadas. Duración mínima 10 días. 27 parajes aislados al N. de pcia. Río: +1000 m3/seg por 5 días y 2000 m3/seg 1 día. En 10 días escurren 2800 hm3. Frente de 15Km. de agua.Corte Ruta 39. Crean Comando de Asistencia. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Pilcomayo,LN,1,1,-23.18007636,-62.03032748,Pilcomayo - Misión La Paz,68.7893257035528,Canal Macapillo,243.9381075376706
638-07,6/2/1997,FLOOD,Formosa,34,Ramon Lista,34063,Ev. Localidad 100% anegada y aislada.Inicio 6-2-97 Vías anegadas. Duración mínima 10 días. 27 parajes aislados al N. de pcia. Río: +1000 m3/seg por 5 días y 2000 m3/seg 1 día. En 10 días escurren 2800 hm3. Frente de 15Km. de agua.Corte Ruta 39. Crean Comando de Asistencia. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Pilcomayo,LN,1,1,-23.18007636,-62.03032748,Pilcomayo - Misión La Paz,68.7893257035528,Canal Macapillo,243.9381075376706
638-10,6/2/1997,FLOOD,Formosa,34,Ramon Lista,34063,Ev. Localidad aislada.Inicio 6-2-97 Vías anegadas. Duración mínima 10 días. 27 parajes aislados al N. de pcia. Río: +1000 m3/seg por 5 días y 2000 m3/seg 1 día. En 10 días escurren 2800 hm3. Frente de 15Km. de agua.Corte Ruta 39. Crean Comando de Asistencia. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Pilcomayo,LN,1,1,-23.18007636,-62.03032748,Pilcomayo - Misión La Paz,68.7893257035528,Canal Macapillo,243.9381075376706
638-04,6/2/1997,FLOOD,Formosa,34,Ramon Lista,34063,Ev. Localidad aislada.Inicio 6-2-97 Vías anegadas. Duración mínima 10 días. 27 parajes aislados al N. de pcia. Río: +1000 m3/seg por 5 días y 2000 m3/seg 1 día. En 10 días escurren 2800 hm3. Frente de 15Km. de agua.Corte Ruta 39. Crean Comando de Asistencia. (DI6Author : A.C. DI6Date : ),RAIN,,LN,1,1,-23.18007636,-62.03032748,Pilcomayo - Misión La Paz,68.7893257035528,Canal Macapillo,243.9381075376706
638-02,6/2/1997,FLOOD,Formosa,34,Ramon Lista,34063,Ev. Inicio 6-2-97 Vías anegadas. Duración mínima 10 días.Localidad aislada  27 parajes aislados al N. de pcia. Río: +1000 m3/seg por 5 días y 2000 m3/seg 1 día. En 10 días escurren 2800 hm3. Frente de 15Km. de agua.Corte Ruta 39. Crean Comando de Asistencia. (DI6Author : A.C. DI6Date : ),Llu y desb,Crecida Río Pilcomayo,Cl - LN,1,1,-23.18007636,-62.03032748,Pilcomayo - Misión La Paz,68.7893257035528,Canal Macapillo,243.9381075376706
